knot,crossing_number,input_interval,signature_input,mirrored_to_positive_signature,determinant,goeritz_rank,m_G_zero,m_Q_zero,inequality_ok,congruence_ok,obstructs_u_3,new_interval,zero_energy,zero_characteristic_parity,goeritz_matrix,pd_notation
13a_647,13,"[3,4]",6,False,147,5,3/2,-3/2,False,False,True,4,11,"[0,1,1,0,1]","[[8,-1,-4,0,-1],[-1,2,0,0,0],[-4,0,7,-1,0],[0,0,-1,2,-1],[-1,0,0,-1,2]]","[[3,1,4,26],[1,8,2,9],[7,2,8,3],[17,4,18,5],[5,18,6,19],[9,7,10,6],[19,10,20,11],[11,20,12,21],[21,12,22,13],[13,24,14,25],[23,14,24,15],[15,22,16,23],[25,16,26,17]]"
13a_648,13,"[3,4]",6,False,223,5,3/2,-3/2,False,False,True,4,11,"[0,1,1,0,1]","[[6,-1,-2,0,-1],[-1,2,0,0,0],[-2,0,5,-1,0],[0,0,-1,4,-3],[-1,0,0,-3,4]]","[[3,1,4,26],[1,8,2,9],[7,2,8,3],[17,4,18,5],[5,18,6,19],[9,7,10,6],[19,10,20,11],[11,24,12,25],[21,12,22,13],[13,22,14,23],[23,14,24,15],[15,20,16,21],[25,16,26,17]]"
13a_665,13,"[3,4]",6,False,231,5,3/2,-3/2,False,False,True,4,11,"[0,1,1,1,0]","[[6,-1,0,-3,0],[-1,2,0,0,0],[0,0,5,0,-3],[-3,0,0,4,-1],[0,0,-3,-1,4]]","[[3,1,4,26],[1,8,2,9],[7,2,8,3],[17,4,18,5],[5,18,6,19],[9,7,10,6],[23,10,24,11],[11,24,12,25],[25,12,26,13],[13,22,14,23],[19,14,20,15],[15,20,16,21],[21,16,22,17]]"
13a_932,13,"[3,4]",-6,True,259,5,3/2,-3/2,False,False,True,4,11,"[1,1,0,1,0]","[[7,0,-3,0,-3],[0,5,-1,-2,0],[-3,-1,4,0,0],[0,-2,0,3,-1],[-3,0,0,-1,4]]","[[3,1,4,26],[1,9,2,8],[9,3,10,2],[13,5,14,4],[5,15,6,14],[15,7,16,6],[7,13,8,12],[21,10,22,11],[11,20,12,21],[23,17,24,16],[17,25,18,24],[25,19,26,18],[19,23,20,22]]"
13a_1061,13,"[3,4]",-6,True,279,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[5,0,-1,0,0,0,-3],[0,3,0,0,-1,0,0],[-1,0,3,-1,0,-1,0],[0,0,-1,3,-1,0,-1],[0,-1,0,-1,3,-1,0],[0,0,-1,0,-1,2,0],[-3,0,0,-1,0,0,4]]","[[3,1,4,26],[1,9,2,8],[9,3,10,2],[13,5,14,4],[5,19,6,18],[21,7,22,6],[7,11,8,10],[11,21,12,20],[19,13,20,12],[23,15,24,14],[15,25,16,24],[25,17,26,16],[17,23,18,22]]"
13a_1245,13,"[3,4]",-6,True,235,5,3/2,-3/2,False,False,True,4,11,"[1,0,0,1,0]","[[7,0,-3,0,-3],[0,3,0,-1,0],[-3,0,4,-1,0],[0,-1,-1,4,-2],[-3,0,0,-2,5]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[15,5,16,4],[5,17,6,16],[17,7,18,6],[7,15,8,14],[11,9,12,8],[21,13,22,12],[13,23,14,22],[23,19,24,18],[19,25,20,24],[25,21,26,20]]"
13a_1270,13,"[3,4]",-6,True,375,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,0]","[[4,0,-1,0,0,-1,-1],[0,6,0,0,-1,-2,-1],[-1,0,2,-1,0,0,0],[0,0,-1,3,-1,0,-1],[0,-1,0,-1,2,0,0],[-1,-2,0,0,0,3,0],[-1,-1,0,-1,0,0,3]]","[[3,1,4,26],[1,9,2,8],[9,3,10,2],[15,5,16,4],[5,15,6,14],[19,7,20,6],[7,19,8,18],[23,11,24,10],[11,25,12,24],[17,13,18,12],[13,21,14,20],[21,17,22,16],[25,23,26,22]]"
13a_1306,13,"[3,4]",-6,True,407,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,-1,0,0],[0,5,-1,0,-1,0,-1],[-1,-1,4,-2,0,0,0],[0,0,-2,3,0,0,-1],[-1,-1,0,0,3,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,-1,0,-1,3]]","[[3,1,4,26],[1,9,2,8],[9,3,10,2],[15,5,16,4],[5,21,6,20],[21,7,22,6],[7,15,8,14],[17,11,18,10],[11,25,12,24],[23,13,24,12],[13,19,14,18],[25,17,26,16],[19,23,20,22]]"
13a_1353,13,"[3,4]",-6,True,455,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[3,0,-1,0,0,-1,0],[0,4,0,0,-1,-1,0],[-1,0,4,-1,0,0,-2],[0,0,-1,3,-1,-1,0],[0,-1,0,-1,3,0,-1],[-1,-1,0,-1,0,3,0],[0,0,-2,0,-1,0,3]]","[[3,1,4,26],[1,9,2,8],[9,3,10,2],[15,5,16,4],[5,13,6,12],[23,7,24,6],[7,19,8,18],[17,11,18,10],[11,25,12,24],[13,21,14,20],[21,15,22,14],[25,17,26,16],[19,23,20,22]]"
13a_1354,13,"[3,4]",-6,True,423,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[3,0,-1,0,0,-1,0],[0,5,0,0,-1,-2,0],[-1,0,3,-1,0,0,-1],[0,0,-1,3,-1,-1,0],[0,-1,0,-1,3,0,-1],[-1,-2,0,-1,0,4,0],[0,0,-1,0,-1,0,2]]","[[3,1,4,26],[1,9,2,8],[9,3,10,2],[15,5,16,4],[5,21,6,20],[23,7,24,6],[7,13,8,12],[17,11,18,10],[11,19,12,18],[13,23,14,22],[21,15,22,14],[25,17,26,16],[19,25,20,24]]"
13a_1356,13,"[3,4]",-6,True,355,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,-1,0,0],[0,5,-1,0,-1,0,-1],[-1,-1,4,-2,0,0,0],[0,0,-2,3,-1,0,0],[-1,-1,0,-1,4,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,0,0,-1,2]]","[[3,1,4,26],[1,9,2,8],[9,3,10,2],[15,5,16,4],[5,23,6,22],[23,7,24,6],[7,15,8,14],[17,11,18,10],[11,21,12,20],[19,13,20,12],[13,19,14,18],[25,17,26,16],[21,25,22,24]]"
13a_1396,13,"[3,4]",-6,True,247,5,3/2,-3/2,False,False,True,4,11,"[1,0,0,1,0]","[[5,0,-1,0,-3],[0,5,0,-3,0],[-1,0,2,-1,0],[0,-3,-1,6,-2],[-3,0,0,-2,5]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,5,18,4],[5,17,6,16],[11,7,12,6],[7,13,8,12],[13,9,14,8],[21,15,22,14],[15,23,16,22],[23,19,24,18],[19,25,20,24],[25,21,26,20]]"
13a_1464,13,"[3,4]",-6,True,195,5,3/2,-3/2,False,False,True,4,11,"[1,0,0,1,0]","[[5,0,-3,0,-1],[0,3,0,-1,0],[-3,0,4,-1,0],[0,-1,-1,6,-4],[-1,0,0,-4,5]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,5,18,4],[5,19,6,18],[19,7,20,6],[7,17,8,16],[11,9,12,8],[21,13,22,12],[13,23,14,22],[23,15,24,14],[15,25,16,24],[25,21,26,20]]"
13a_1467,13,"[3,4]",6,False,151,5,3/2,-3/2,False,False,True,4,11,"[0,1,1,0,1]","[[6,-1,-2,0,-1],[-1,2,0,0,0],[-2,0,7,-1,0],[0,0,-1,2,-1],[-1,0,0,-1,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,4,18,5],[5,18,6,19],[19,6,20,7],[7,20,8,21],[11,9,12,8],[21,12,22,13],[13,24,14,25],[23,14,24,15],[15,22,16,23],[25,16,26,17]]"
13a_1471,13,"[3,4]",6,False,179,5,3/2,-3/2,False,False,True,4,11,"[0,1,1,1,0]","[[6,-1,0,-3,0],[-1,2,0,0,0],[0,0,5,0,-1],[-3,0,0,4,-1],[0,0,-1,-1,2]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[17,4,18,5],[5,18,6,19],[19,6,20,7],[7,20,8,21],[11,9,12,8],[23,12,24,13],[13,24,14,25],[25,14,26,15],[15,22,16,23],[21,16,22,17]]"
13a_1545,13,"[3,4]",-6,True,203,5,3/2,-3/2,False,False,True,4,11,"[1,0,0,1,0]","[[3,0,-1,0,-1],[0,5,0,-3,0],[-1,0,2,-1,0],[0,-3,-1,8,-4],[-1,0,0,-4,5]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[19,5,20,4],[5,19,6,18],[11,7,12,6],[7,13,8,12],[13,9,14,8],[21,15,22,14],[15,23,16,22],[23,17,24,16],[17,25,18,24],[25,21,26,20]]"
13a_1582,13,"[3,4]",6,False,83,3,3/2,-3/2,False,False,True,4,9,"[0,1,1]","[[10,-1,-5],[-1,2,0],[-5,0,7]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[19,4,20,5],[5,20,6,21],[13,7,14,6],[7,13,8,12],[11,9,12,8],[21,14,22,15],[15,22,16,23],[23,16,24,17],[17,24,18,25],[25,18,26,19]]"
13a_1718,13,"[3,4]",-6,True,247,5,3/2,-3/2,False,False,True,4,11,"[1,0,0,1,0]","[[4,0,-1,0,-2],[0,5,0,-3,0],[-1,0,2,-1,0],[0,-3,-1,7,-3],[-2,0,0,-3,5]]","[[3,1,4,26],[1,10,2,11],[9,2,10,3],[23,5,24,4],[5,23,6,22],[11,7,12,6],[7,13,8,12],[13,9,14,8],[19,15,20,14],[15,21,16,20],[21,17,22,16],[17,25,18,24],[25,19,26,18]]"
13a_1893,13,"[3,4]",-6,True,359,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,3,-1,0,0,0,0],[-1,-1,4,-1,0,-1,0],[0,0,-1,4,-1,0,-2],[0,0,0,-1,2,-1,0],[0,0,-1,0,-1,3,-1],[-1,0,0,-2,0,-1,4]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[13,5,14,4],[5,21,6,20],[17,7,18,6],[7,17,8,16],[21,9,22,8],[9,13,10,12],[25,15,26,14],[15,23,16,22],[23,19,24,18],[19,25,20,24]]"
13a_1911,13,"[3,4]",-6,True,327,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,0,1,1,0]","[[5,0,-2,-1,0,0,-1],[0,3,-1,0,0,0,0],[-2,-1,5,0,-1,-1,0],[-1,0,0,3,-1,-1,0],[0,0,-1,-1,3,0,-1],[0,0,-1,-1,0,2,0],[-1,0,0,0,-1,0,2]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[13,5,14,4],[5,15,6,14],[17,7,18,6],[7,21,8,20],[23,9,24,8],[9,13,10,12],[15,23,16,22],[21,17,22,16],[25,19,26,18],[19,25,20,24]]"
13a_1941,13,"[3,4]",-6,True,235,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[5,0,-1,0,0,0,-3],[0,3,-1,0,0,0,0],[-1,-1,4,-1,0,-1,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,-1,0,-1,3,-1],[-3,0,0,0,0,-1,4]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[13,5,14,4],[5,21,6,20],[19,7,20,6],[7,19,8,18],[21,9,22,8],[9,13,10,12],[23,15,24,14],[15,25,16,24],[25,17,26,16],[17,23,18,22]]"
13a_2036,13,"[3,4]",-6,True,171,5,3/2,-3/2,False,False,True,4,11,"[1,1,0,1,0]","[[7,0,-5,0,-1],[0,5,-1,-2,0],[-5,-1,6,0,0],[0,-2,0,3,-1],[-1,0,0,-1,2]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[15,5,16,4],[5,17,6,16],[17,7,18,6],[7,19,8,18],[19,9,20,8],[9,15,10,14],[23,12,24,13],[13,22,14,23],[25,21,26,20],[21,25,22,24]]"
13a_2076,13,"[3,4]",-6,True,267,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[5,0,-3,0,0,0,-1],[0,3,0,0,-1,0,0],[-3,0,5,-1,0,-1,0],[0,0,-1,3,-1,0,-1],[0,-1,0,-1,3,-1,0],[0,0,-1,0,-1,2,0],[-1,0,0,-1,0,0,2]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[15,5,16,4],[5,17,6,16],[17,7,18,6],[7,21,8,20],[23,9,24,8],[9,13,10,12],[13,23,14,22],[21,15,22,14],[25,19,26,18],[19,25,20,24]]"
13a_2128,13,"[3,4]",-6,True,255,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,3,0,0,-1,0,0],[-1,0,5,-3,0,-1,0],[0,0,-3,5,-1,0,-1],[0,-1,0,-1,3,-1,0],[0,0,-1,0,-1,2,0],[-1,0,0,-1,0,0,2]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[15,5,16,4],[5,19,6,18],[19,7,20,6],[7,21,8,20],[23,9,24,8],[9,13,10,12],[13,23,14,22],[21,15,22,14],[25,17,26,16],[17,25,18,24]]"
13a_2149,13,"[3,4]",-6,True,343,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,5,-1,0,0,0,-2],[-1,-1,4,-1,0,-1,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,-1,0,-1,3,-1],[-1,-2,0,0,0,-1,4]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[15,5,16,4],[5,23,6,22],[21,7,22,6],[7,21,8,20],[23,9,24,8],[9,15,10,14],[17,13,18,12],[13,19,14,18],[25,17,26,16],[19,25,20,24]]"
13a_2268,13,"[3,4]",-6,True,231,5,3/2,-3/2,False,False,True,4,11,"[1,1,0,1,0]","[[5,0,-3,0,-1],[0,7,-3,-2,0],[-3,-3,6,0,0],[0,-2,0,3,-1],[-1,0,0,-1,2]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[17,5,18,4],[5,19,6,18],[19,7,20,6],[7,15,8,14],[15,9,16,8],[9,17,10,16],[23,12,24,13],[13,22,14,23],[25,21,26,20],[21,25,22,24]]"
13a_2289,13,"[3,4]",6,False,107,5,3/2,-3/2,False,False,True,4,11,"[0,1,1,1,0]","[[4,-1,0,-1,0],[-1,2,0,0,0],[0,0,7,0,-1],[-1,0,0,2,-1],[0,0,-1,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,4,18,5],[5,18,6,19],[19,6,20,7],[7,20,8,21],[21,8,22,9],[9,22,10,23],[13,11,14,10],[25,14,26,15],[15,24,16,25],[23,16,24,17]]"
13a_2333,13,"[3,4]",-6,True,291,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,5,0,0,-3,0,0],[-1,0,3,-1,0,-1,0],[0,0,-1,3,-1,0,-1],[0,-3,0,-1,5,-1,0],[0,0,-1,0,-1,2,0],[-1,0,0,-1,0,0,2]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[17,5,18,4],[5,21,6,20],[23,7,24,6],[7,13,8,12],[13,9,14,8],[9,15,10,14],[15,23,16,22],[21,17,22,16],[25,19,26,18],[19,25,20,24]]"
13a_2342,13,"[3,4]",-6,True,375,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,5,-2,0,-1,0,0],[-1,-2,5,-1,0,-1,0],[0,0,-1,3,-1,0,-1],[0,-1,0,-1,3,-1,0],[0,0,-1,0,-1,2,0],[-1,0,0,-1,0,0,2]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[17,5,18,4],[5,21,6,20],[23,7,24,6],[7,13,8,12],[15,9,16,8],[9,17,10,16],[13,23,14,22],[21,15,22,14],[25,19,26,18],[19,25,20,24]]"
13a_2620,13,"[3,4]",6,False,231,5,3/2,-3/2,False,False,True,4,11,"[0,1,1,0,1]","[[6,-1,0,0,-3],[-1,2,0,0,0],[0,0,5,-2,0],[0,0,-2,3,-1],[-3,0,0,-1,4]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[9,4,10,5],[5,10,6,11],[11,6,12,7],[7,20,8,21],[21,8,22,9],[15,13,16,12],[23,16,24,17],[17,24,18,25],[25,18,26,19],[19,22,20,23]]"
13a_2725,13,"[3,4]",-6,True,207,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[5,0,-3,0,0,0,-1],[0,3,-1,0,0,0,0],[-3,-1,6,-1,0,-1,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,-1,0,-1,3,-1],[-1,0,0,0,0,-1,2]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[15,5,16,4],[5,17,6,16],[17,7,18,6],[7,23,8,22],[21,9,22,8],[9,21,10,20],[23,11,24,10],[11,15,12,14],[25,19,26,18],[19,25,20,24]]"
13a_2759,13,"[3,4]",-6,True,211,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,1,0,0]","[[3,0,-1,0,0,0,-1],[0,3,-1,0,0,0,0],[-1,-1,6,-3,-1,0,0],[0,0,-3,5,0,-1,-1],[0,0,-1,0,2,-1,0],[0,0,0,-1,-1,2,0],[-1,0,0,-1,0,0,2]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[15,5,16,4],[5,19,6,18],[19,7,20,6],[7,23,8,22],[21,9,22,8],[9,21,10,20],[23,11,24,10],[11,15,12,14],[25,17,26,16],[17,25,18,24]]"
13a_2760,13,"[3,4]",-6,True,239,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,3,-1,0,0,0,0],[-1,-1,4,-1,0,-1,0],[0,0,-1,4,-3,0,0],[0,0,0,-3,4,-1,0],[0,0,-1,0,-1,3,-1],[-1,0,0,0,0,-1,2]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[15,5,16,4],[5,23,6,22],[19,7,20,6],[7,21,8,20],[21,9,22,8],[9,19,10,18],[23,11,24,10],[11,15,12,14],[25,17,26,16],[17,25,18,24]]"
13a_2773,13,"[3,4]",-6,True,347,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[5,0,-1,0,-2,0,-1],[0,3,-1,0,0,0,0],[-1,-1,4,-1,0,-1,0],[0,0,-1,2,-1,0,0],[-2,0,0,-1,4,-1,0],[0,0,-1,0,-1,3,-1],[-1,0,0,0,0,-1,2]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[15,5,16,4],[5,23,6,22],[21,7,22,6],[7,17,8,16],[17,9,18,8],[9,21,10,20],[23,11,24,10],[11,15,12,14],[25,19,26,18],[19,25,20,24]]"
13a_2857,13,"[3,4]",-6,True,231,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,5,-3,0,0,0,0],[-1,-3,6,-1,0,-1,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,-1,0,-1,3,-1],[-1,0,0,0,0,-1,2]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[17,5,18,4],[5,23,6,22],[21,7,22,6],[7,21,8,20],[23,9,24,8],[9,15,10,14],[15,11,16,10],[11,17,12,16],[25,19,26,18],[19,25,20,24]]"
13a_2867,13,"[3,4]",-6,True,395,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,5,-1,0,-2,0,0],[-1,-1,4,-1,0,-1,0],[0,0,-1,3,-1,0,-1],[0,-2,0,-1,4,-1,0],[0,0,-1,0,-1,2,0],[-1,0,0,-1,0,0,2]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[17,5,18,4],[5,21,6,20],[23,7,24,6],[7,15,8,14],[15,9,16,8],[9,23,10,22],[21,11,22,10],[11,17,12,16],[25,19,26,18],[19,25,20,24]]"
13a_2871,13,"[3,4]",-6,True,443,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,5,-1,0,-2,0,0],[-1,-1,3,-1,0,0,0],[0,0,-1,3,-1,0,-1],[0,-2,0,-1,4,-1,0],[0,0,0,0,-1,2,-1],[-1,0,0,-1,0,-1,3]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[17,5,18,4],[5,11,6,10],[23,7,24,6],[7,21,8,20],[19,9,20,8],[9,25,10,24],[11,17,12,16],[21,15,22,14],[15,23,16,22],[25,19,26,18]]"
13a_2955,13,"[3,4]",-6,True,331,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[4,0,-1,0,-1,-1,0],[0,5,-2,0,0,-1,0],[-1,-2,5,-1,0,0,-1],[0,0,-1,2,-1,0,0],[-1,0,0,-1,2,0,0],[-1,-1,0,0,0,3,-1],[0,0,-1,0,0,-1,2]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[19,5,20,4],[5,23,6,22],[21,7,22,6],[7,21,8,20],[25,9,26,8],[9,15,10,14],[17,11,18,10],[11,19,12,18],[15,25,16,24],[23,17,24,16]]"
13a_2957,13,"[3,4]",-6,True,503,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,5,-1,0,-1,0,-1],[-1,-1,3,-1,0,0,0],[0,0,-1,3,-1,0,-1],[0,-1,0,-1,3,-1,0],[0,0,0,0,-1,2,-1],[-1,-1,0,-1,0,-1,4]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[19,5,20,4],[5,11,6,10],[23,7,24,6],[7,17,8,16],[15,9,16,8],[9,25,10,24],[11,19,12,18],[21,15,22,14],[17,23,18,22],[25,21,26,20]]"
13a_2977,13,"[3,4]",-6,True,383,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,0,0,1,1]","[[4,0,-2,-1,0,0,0],[0,5,-1,-1,-1,0,0],[-2,-1,4,0,0,-1,0],[-1,-1,0,3,0,0,-1],[0,-1,0,0,3,-1,-1],[0,0,-1,0,-1,2,0],[0,0,0,-1,-1,0,2]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[19,5,20,4],[5,21,6,20],[25,7,26,6],[7,15,8,14],[17,9,18,8],[9,23,10,22],[21,11,22,10],[11,19,12,18],[15,25,16,24],[23,17,24,16]]"
13a_3060,13,"[3,4]",-6,True,483,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,0]","[[4,0,-1,0,0,-1,-1],[0,5,-1,0,-1,0,-1],[-1,-1,3,-1,0,0,0],[0,0,-1,4,-1,-1,-1],[0,-1,0,-1,2,0,0],[-1,0,0,-1,0,2,0],[-1,-1,0,-1,0,0,3]]","[[3,1,4,26],[1,15,2,14],[15,3,16,2],[9,5,10,4],[5,13,6,12],[23,7,24,6],[7,23,8,22],[13,9,14,8],[19,11,20,10],[11,19,12,18],[21,17,22,16],[17,25,18,24],[25,21,26,20]]"
