knot,crossing_number,input_interval,signature_input,mirrored_to_positive_signature,determinant,goeritz_rank,m_G_zero,m_Q_zero,inequality_ok,congruence_ok,obstructs_u_3,new_interval,zero_energy,zero_characteristic_parity,goeritz_matrix,pd_notation
13a_3095,13,"[3,4]",-6,True,183,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[6,0,-3,0,-1,0,-1],[0,3,-1,0,0,0,0],[-3,-1,6,-1,0,-1,0],[0,0,-1,2,-1,0,0],[-1,0,0,-1,2,0,0],[0,0,-1,0,0,2,-1],[-1,0,0,0,0,-1,2]]","[[3,1,4,26],[1,15,2,14],[15,3,16,2],[17,5,18,4],[5,21,6,20],[19,7,20,6],[7,19,8,18],[21,9,22,8],[9,25,10,24],[23,11,24,10],[11,23,12,22],[25,13,26,12],[13,17,14,16]]"
13a_3098,13,"[3,4]",-6,True,227,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[4,0,-1,0,-1,-1,0],[0,3,-1,0,0,0,0],[-1,-1,4,-1,0,0,-1],[0,0,-1,4,-3,0,0],[-1,0,0,-3,4,0,0],[-1,0,0,0,0,2,-1],[0,0,-1,0,0,-1,2]]","[[3,1,4,26],[1,15,2,14],[15,3,16,2],[17,5,18,4],[5,23,6,22],[19,7,20,6],[7,21,8,20],[21,9,22,8],[9,19,10,18],[25,11,26,10],[11,25,12,24],[23,13,24,12],[13,17,14,16]]"
13a_3103,13,"[3,4]",-6,True,351,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[4,0,-1,0,-1,-1,0],[0,3,-1,0,0,0,0],[-1,-1,4,-1,0,0,-1],[0,0,-1,2,-1,0,0],[-1,0,0,-1,4,0,-2],[-1,0,0,0,0,2,-1],[0,0,-1,0,-2,-1,4]]","[[3,1,4,26],[1,15,2,14],[15,3,16,2],[17,5,18,4],[5,23,6,22],[21,7,22,6],[7,19,8,18],[25,9,26,8],[9,25,10,24],[19,11,20,10],[11,21,12,20],[23,13,24,12],[13,17,14,16]]"
13a_3117,13,"[3,4]",-6,True,335,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[4,0,-1,0,-1,-1,0],[0,5,-1,0,0,-2,0],[-1,-1,4,-1,0,0,-1],[0,0,-1,2,-1,0,0],[-1,0,0,-1,2,0,0],[-1,-2,0,0,0,4,-1],[0,0,-1,0,0,-1,2]]","[[3,1,4,26],[1,15,2,14],[15,3,16,2],[19,5,20,4],[5,23,6,22],[21,7,22,6],[7,21,8,20],[25,9,26,8],[9,17,10,16],[17,11,18,10],[11,25,12,24],[23,13,24,12],[13,19,14,18]]"
13a_3120,13,"[3,4]",-6,True,219,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[4,0,-1,0,-1,-1,0],[0,5,-3,0,0,0,0],[-1,-3,6,-1,0,0,-1],[0,0,-1,2,-1,0,0],[-1,0,0,-1,2,0,0],[-1,0,0,0,0,2,-1],[0,0,-1,0,0,-1,2]]","[[3,1,4,26],[1,15,2,14],[15,3,16,2],[19,5,20,4],[5,23,6,22],[21,7,22,6],[7,21,8,20],[25,9,26,8],[9,25,10,24],[23,11,24,10],[11,17,12,16],[17,13,18,12],[13,19,14,18]]"
13a_3130,13,"[3,4]",-6,True,455,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[4,0,-1,0,-1,-1,0],[0,5,-1,0,-1,-1,0],[-1,-1,3,-1,0,0,0],[0,0,-1,2,-1,0,0],[-1,-1,0,-1,4,0,-1],[-1,-1,0,0,0,3,-1],[0,0,0,0,-1,-1,2]]","[[3,1,4,26],[1,15,2,14],[15,3,16,2],[21,5,22,4],[5,13,6,12],[11,7,12,6],[7,23,8,22],[25,9,26,8],[9,17,10,16],[19,11,20,10],[13,21,14,20],[17,25,18,24],[23,19,24,18]]"
13a_3594,13,"[3,4]",-6,True,219,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[2,0,0,0,-1,0,0],[0,6,-1,0,0,-4,0],[0,-1,2,-1,0,0,0],[0,0,-1,3,-1,0,0],[-1,0,0,-1,3,0,-1],[0,-4,0,0,0,5,-1],[0,0,0,0,-1,-1,2]]","[[5,1,6,26],[1,15,2,14],[9,3,10,2],[3,9,4,8],[15,5,16,4],[25,7,26,6],[7,17,8,16],[19,11,20,10],[11,21,12,20],[21,13,22,12],[13,23,14,22],[17,25,18,24],[23,19,24,18]]"
13a_3686,13,"[3,4]",-6,True,255,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,6,-1,0,-3,0,-1],[0,-1,2,-1,0,0,0],[0,0,-1,3,-1,0,0],[-1,-3,0,-1,6,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,0,0,-1,2]]","[[5,1,6,26],[1,17,2,16],[9,3,10,2],[3,9,4,8],[17,5,18,4],[25,7,26,6],[7,19,8,18],[19,11,20,10],[11,21,12,20],[21,13,22,12],[13,25,14,24],[23,15,24,14],[15,23,16,22]]"
13a_3687,13,"[3,4]",-6,True,315,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,4,-1,0,-1,0,-1],[0,-1,2,-1,0,0,0],[0,0,-1,3,-1,0,0],[-1,-1,0,-1,4,-1,0],[0,0,0,0,-1,4,-3],[0,-1,0,0,0,-3,4]]","[[5,1,6,26],[1,17,2,16],[9,3,10,2],[3,9,4,8],[17,5,18,4],[25,7,26,6],[7,19,8,18],[19,11,20,10],[11,25,12,24],[21,13,22,12],[13,23,14,22],[23,15,24,14],[15,21,16,20]]"
13a_3688,13,"[3,4]",6,False,111,3,3/2,-3/2,False,False,True,4,9,"[0,1,1]","[[4,-1,-1],[-1,4,-2],[-1,-2,9]]","[[5,1,6,26],[1,18,2,19],[9,3,10,2],[3,9,4,8],[17,4,18,5],[25,7,26,6],[7,16,8,17],[19,10,20,11],[11,20,12,21],[21,12,22,13],[13,22,14,23],[23,14,24,15],[15,24,16,25]]"
13a_3713,13,"[3,4]",-6,True,319,7,3/2,-3/2,False,False,True,4,13,"[1,0,1,1,0,1,0]","[[6,-1,0,0,-2,0,-1],[-1,3,-1,-1,0,0,0],[0,-1,3,0,-1,0,0],[0,-1,0,2,0,0,0],[-2,0,-1,0,4,-1,0],[0,0,0,0,-1,2,-1],[-1,0,0,0,0,-1,2]]","[[5,1,6,26],[1,7,2,6],[9,3,10,2],[3,17,4,16],[19,5,20,4],[7,19,8,18],[17,9,18,8],[21,11,22,10],[11,25,12,24],[23,13,24,12],[13,23,14,22],[25,15,26,14],[15,21,16,20]]"
13a_3715,13,"[3,4]",-6,True,251,7,3/2,-3/2,False,False,True,4,13,"[1,0,1,1,0,1,0]","[[6,-1,0,0,-3,0,0],[-1,3,-1,-1,0,0,0],[0,-1,3,0,0,0,-1],[0,-1,0,2,0,0,0],[-3,0,0,0,4,-1,0],[0,0,0,0,-1,2,-1],[0,0,-1,0,0,-1,2]]","[[5,1,6,26],[1,7,2,6],[9,3,10,2],[3,17,4,16],[19,5,20,4],[7,19,8,18],[17,9,18,8],[23,11,24,10],[11,25,12,24],[25,13,26,12],[13,23,14,22],[21,15,22,14],[15,21,16,20]]"
13a_3783,13,"[3,4]",-6,True,271,5,3/2,-3/2,False,False,True,4,11,"[1,1,1,0,0]","[[5,0,0,-1,-3],[0,5,-2,-1,0],[0,-2,5,0,-1],[-1,-1,0,2,0],[-3,0,-1,0,4]]","[[5,1,6,26],[1,9,2,8],[9,3,10,2],[3,21,4,20],[21,5,22,4],[13,7,14,6],[7,13,8,12],[19,10,20,11],[11,18,12,19],[23,15,24,14],[15,25,16,24],[25,17,26,16],[17,23,18,22]]"
13a_3962,13,"[3,4]",-6,True,411,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[4,0,0,0,-2,-1,0],[0,4,-1,0,-2,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,-1,0],[-2,-2,0,0,5,0,-1],[-1,0,0,-1,0,3,-1],[0,0,0,0,-1,-1,2]]","[[5,1,6,26],[1,15,2,14],[11,3,12,2],[3,11,4,10],[15,5,16,4],[21,7,22,6],[7,23,8,22],[25,9,26,8],[9,17,10,16],[19,13,20,12],[13,21,14,20],[17,25,18,24],[23,19,24,18]]"
13a_3971,13,"[3,4]",-6,True,351,7,3/2,-3/2,False,False,True,4,13,"[1,1,1,0,0,0,1]","[[2,0,0,-1,0,0,0],[0,4,0,0,-1,-1,0],[0,0,5,-1,-1,-1,0],[-1,0,-1,3,0,0,-1],[0,-1,-1,0,3,0,-1],[0,-1,-1,0,0,2,0],[0,0,0,-1,-1,0,2]]","[[5,1,6,26],[1,11,2,10],[11,3,12,2],[3,15,4,14],[15,5,16,4],[25,7,26,6],[7,17,8,16],[19,9,20,8],[9,23,10,22],[21,13,22,12],[13,21,14,20],[17,25,18,24],[23,19,24,18]]"
13a_4054,13,"[3,4]",-6,True,479,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[4,0,0,0,-2,-1,0],[0,4,-1,0,-1,-1,0],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,-1,0],[-2,-1,0,0,4,0,-1],[-1,-1,0,-1,0,4,-1],[0,0,0,0,-1,-1,2]]","[[5,1,6,26],[1,17,2,16],[11,3,12,2],[3,11,4,10],[17,5,18,4],[21,7,22,6],[7,23,8,22],[25,9,26,8],[9,19,10,18],[19,13,20,12],[13,25,14,24],[23,15,24,14],[15,21,16,20]]"
13a_4069,13,"[3,4]",-6,True,299,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[4,0,0,0,-3,0,0],[0,4,-1,0,-1,0,-1],[0,-1,2,-1,0,0,0],[0,0,-1,3,-1,0,0],[-3,-1,0,-1,6,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,0,0,-1,2]]","[[5,1,6,26],[1,17,2,16],[11,3,12,2],[3,11,4,10],[17,5,18,4],[23,7,24,6],[7,25,8,24],[25,9,26,8],[9,19,10,18],[19,13,20,12],[13,23,14,22],[21,15,22,14],[15,21,16,20]]"
13a_4086,13,"[3,4]",-6,True,275,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,4,-1,0,-1,0,-1],[0,-1,2,-1,0,0,0],[0,0,-1,5,-3,0,0],[-1,-1,0,-3,6,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,0,0,-1,2]]","[[5,1,6,26],[1,17,2,16],[11,3,12,2],[3,11,4,10],[17,5,18,4],[25,7,26,6],[7,19,8,18],[19,9,20,8],[9,21,10,20],[21,13,22,12],[13,25,14,24],[23,15,24,14],[15,23,16,22]]"
13a_4087,13,"[3,4]",-6,True,195,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,6,-1,0,-4,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,0,-1],[-1,-4,0,0,6,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,-1,0,-1,2]]","[[5,1,6,26],[1,17,2,16],[11,3,12,2],[3,11,4,10],[17,5,18,4],[25,7,26,6],[7,21,8,20],[19,9,20,8],[9,19,10,18],[21,13,22,12],[13,23,14,22],[23,15,24,14],[15,25,16,24]]"
13a_4095,13,"[3,4]",-6,True,351,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,6,-1,0,-2,0,-2],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,0,-1],[-1,-2,0,0,4,-1,0],[0,0,0,0,-1,2,-1],[0,-2,0,-1,0,-1,4]]","[[5,1,6,26],[1,17,2,16],[11,3,12,2],[3,11,4,10],[17,5,18,4],[25,7,26,6],[7,23,8,22],[21,9,22,8],[9,19,10,18],[19,13,20,12],[13,21,14,20],[23,15,24,14],[15,25,16,24]]"
13a_4099,13,"[3,4]",-6,True,431,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[2,0,0,0,-1,0,0],[0,4,-1,0,-1,-1,0],[0,-1,2,-1,0,0,0],[0,0,-1,5,-1,-2,0],[-1,-1,0,-1,4,0,-1],[0,-1,0,-2,0,4,-1],[0,0,0,0,-1,-1,2]]","[[5,1,6,26],[1,17,2,16],[11,3,12,2],[3,11,4,10],[17,5,18,4],[25,7,26,6],[7,19,8,18],[21,9,22,8],[9,23,10,22],[23,13,24,12],[13,21,14,20],[19,15,20,14],[15,25,16,24]]"
13a_4105,13,"[3,4]",-6,True,171,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,6,-1,0,0,0,-4],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,0,-1],[-1,0,0,0,2,-1,0],[0,0,0,0,-1,2,-1],[0,-4,0,-1,0,-1,6]]","[[5,1,6,26],[1,17,2,16],[11,3,12,2],[3,11,4,10],[17,5,18,4],[25,7,26,6],[7,25,8,24],[23,9,24,8],[9,19,10,18],[19,13,20,12],[13,21,14,20],[21,15,22,14],[15,23,16,22]]"
13a_4190,13,"[3,4]",-6,True,315,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,6,-1,0,-3,0,-1],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,0,-1],[-1,-3,0,0,5,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,-1,0,-1,3]]","[[5,1,6,26],[1,19,2,18],[11,3,12,2],[3,11,4,10],[19,5,20,4],[25,7,26,6],[7,15,8,14],[13,9,14,8],[9,21,10,20],[21,13,22,12],[15,23,16,22],[23,17,24,16],[17,25,18,24]]"
13a_4195,13,"[3,4]",-6,True,303,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,6,-1,0,-1,0,-3],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,0,-1],[-1,-1,0,0,3,-1,0],[0,0,0,0,-1,2,-1],[0,-3,0,-1,0,-1,5]]","[[5,1,6,26],[1,19,2,18],[11,3,12,2],[3,11,4,10],[19,5,20,4],[25,7,26,6],[7,17,8,16],[15,9,16,8],[9,21,10,20],[21,13,22,12],[13,23,14,22],[23,15,24,14],[17,25,18,24]]"
13a_4213,13,"[3,4]",-6,True,223,7,3/2,-3/2,False,False,True,4,13,"[1,0,1,1,0,1,0]","[[4,-1,0,0,-1,0,0],[-1,5,-1,-3,0,0,0],[0,-1,3,0,0,0,-1],[0,-3,0,4,0,0,0],[-1,0,0,0,2,-1,0],[0,0,0,0,-1,2,-1],[0,0,-1,0,0,-1,2]]","[[5,1,6,26],[1,7,2,6],[11,3,12,2],[3,17,4,16],[21,5,22,4],[7,21,8,20],[17,9,18,8],[9,19,10,18],[19,11,20,10],[25,13,26,12],[13,25,14,24],[23,15,24,14],[15,23,16,22]]"
13a_4215,13,"[3,4]",-6,True,347,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[5,0,0,0,-1,0,-3],[0,3,-1,0,-1,0,0],[0,-1,3,-1,0,-1,0],[0,0,-1,3,0,0,-1],[-1,-1,0,0,2,0,0],[0,0,-1,0,0,2,0],[-3,0,0,-1,0,0,4]]","[[5,1,6,26],[1,9,2,8],[11,3,12,2],[3,19,4,18],[21,5,22,4],[13,7,14,6],[7,13,8,12],[9,21,10,20],[19,11,20,10],[23,15,24,14],[15,25,16,24],[25,17,26,16],[17,23,18,22]]"
13a_4217,13,"[3,4]",-6,True,463,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,0,0,-1,0,-1],[0,5,-1,0,-1,0,-2],[0,-1,3,-1,0,-1,0],[0,0,-1,3,0,0,-1],[-1,-1,0,0,2,0,0],[0,0,-1,0,0,2,0],[-1,-2,0,-1,0,0,4]]","[[5,1,6,26],[1,9,2,8],[11,3,12,2],[3,19,4,18],[21,5,22,4],[15,7,16,6],[7,15,8,14],[9,21,10,20],[19,11,20,10],[23,13,24,12],[13,25,14,24],[25,17,26,16],[17,23,18,22]]"
13a_4303,13,"[3,4]",-6,True,179,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[3,0,-1,0,0,0,-1],[0,5,-1,0,0,0,0],[-1,-1,4,-1,0,-1,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,-1,0,-1,3,-1],[-1,0,0,0,0,-1,2]]","[[5,1,6,26],[1,13,2,12],[13,3,14,2],[3,15,4,14],[15,5,16,4],[17,7,18,6],[7,23,8,22],[21,9,22,8],[9,21,10,20],[23,11,24,10],[11,17,12,16],[25,19,26,18],[19,25,20,24]]"
13a_4332,13,"[3,4]",-6,True,319,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,0,1]","[[4,0,0,0,-2,-1,0],[0,2,-1,0,0,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,5,-2,-1,0],[-2,0,0,-2,5,0,-1],[-1,0,0,-1,0,3,-1],[0,0,0,0,-1,-1,2]]","[[5,1,6,26],[1,15,2,14],[13,3,14,2],[3,13,4,12],[15,5,16,4],[21,7,22,6],[7,23,8,22],[25,9,26,8],[9,17,10,16],[19,11,20,10],[11,21,12,20],[17,25,18,24],[23,19,24,18]]"
13a_4366,13,"[3,4]",-6,True,419,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[4,0,0,0,-1,0,-2],[0,4,-1,0,-2,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,0,-1],[-1,-2,0,0,4,-1,0],[0,0,0,0,-1,2,-1],[-2,0,0,-1,0,-1,4]]","[[5,1,6,26],[1,17,2,16],[13,3,14,2],[3,13,4,12],[17,5,18,4],[23,7,24,6],[7,21,8,20],[19,9,20,8],[9,25,10,24],[25,11,26,10],[11,19,12,18],[21,15,22,14],[15,23,16,22]]"
13a_4369,13,"[3,4]",-6,True,255,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[4,0,0,0,-3,0,0],[0,4,-1,0,-2,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,0,-1],[-3,-2,0,0,6,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,-1,0,-1,2]]","[[5,1,6,26],[1,17,2,16],[13,3,14,2],[3,13,4,12],[17,5,18,4],[23,7,24,6],[7,25,8,24],[25,9,26,8],[9,21,10,20],[19,11,20,10],[11,19,12,18],[21,15,22,14],[15,23,16,22]]"
13a_4380,13,"[3,4]",-6,True,311,7,3/2,-3/2,False,False,True,4,13,"[1,1,1,0,1,0,0]","[[2,0,0,-1,0,0,0],[0,4,0,-1,0,0,-1],[0,0,5,-1,0,-1,-1],[-1,-1,-1,4,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,-1,0,-1,2,0],[0,-1,-1,0,0,0,2]]","[[5,1,6,26],[1,13,2,12],[13,3,14,2],[3,17,4,16],[17,5,18,4],[25,7,26,6],[7,21,8,20],[19,9,20,8],[9,19,10,18],[21,11,22,10],[11,25,12,24],[23,15,24,14],[15,23,16,22]]"
13a_4382,13,"[3,4]",-6,True,295,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,4,-1,0,-2,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,5,-2,0,-1],[-1,-2,0,-2,6,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,-1,0,-1,2]]","[[5,1,6,26],[1,17,2,16],[13,3,14,2],[3,13,4,12],[17,5,18,4],[25,7,26,6],[7,19,8,18],[19,9,20,8],[9,23,10,22],[21,11,22,10],[11,21,12,20],[23,15,24,14],[15,25,16,24]]"
13a_4383,13,"[3,4]",-6,True,275,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,4,-1,0,-2,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,0,-1],[-1,-2,0,0,4,-1,0],[0,0,0,0,-1,4,-3],[0,0,0,-1,0,-3,4]]","[[5,1,6,26],[1,17,2,16],[13,3,14,2],[3,13,4,12],[17,5,18,4],[25,7,26,6],[7,23,8,22],[19,9,20,8],[9,21,10,20],[21,11,22,10],[11,19,12,18],[23,15,24,14],[15,25,16,24]]"
13a_4388,13,"[3,4]",-6,True,371,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,4,-1,0,0,0,-2],[0,-1,2,-1,0,0,0],[0,0,-1,5,-2,0,-1],[-1,0,0,-2,4,-1,0],[0,0,0,0,-1,2,-1],[0,-2,0,-1,0,-1,4]]","[[5,1,6,26],[1,17,2,16],[13,3,14,2],[3,13,4,12],[17,5,18,4],[25,7,26,6],[7,19,8,18],[19,9,20,8],[9,25,10,24],[23,11,24,10],[11,21,12,20],[21,15,22,14],[15,23,16,22]]"
13a_4395,13,"[3,4]",-6,True,207,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,4,-1,0,0,0,-2],[0,-1,2,-1,0,0,0],[0,0,-1,5,0,0,-3],[-1,0,0,0,2,-1,0],[0,0,0,0,-1,2,-1],[0,-2,0,-3,0,-1,6]]","[[5,1,6,26],[1,17,2,16],[13,3,14,2],[3,13,4,12],[17,5,18,4],[25,7,26,6],[7,25,8,24],[23,9,24,8],[9,19,10,18],[19,11,20,10],[11,21,12,20],[21,15,22,14],[15,23,16,22]]"
13a_4453,13,"[3,4]",-6,True,323,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,4,-1,0,-1,0,-1],[0,-1,2,-1,0,0,0],[0,0,-1,5,0,0,-3],[-1,-1,0,0,3,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,-3,0,-1,5]]","[[5,1,6,26],[1,19,2,18],[13,3,14,2],[3,13,4,12],[19,5,20,4],[25,7,26,6],[7,17,8,16],[15,9,16,8],[9,21,10,20],[21,11,22,10],[11,23,12,22],[23,15,24,14],[17,25,18,24]]"
13a_4459,13,"[3,4]",-6,True,371,7,3/2,-3/2,False,False,True,4,13,"[1,1,1,0,0,1,0]","[[2,0,0,-1,0,0,0],[0,4,0,-1,0,0,-1],[0,0,4,-1,-1,0,0],[-1,-1,-1,4,0,-1,0],[0,0,-1,0,2,-1,0],[0,0,0,-1,-1,3,-1],[0,-1,0,0,0,-1,2]]","[[5,1,6,26],[1,13,2,12],[13,3,14,2],[3,19,4,18],[19,5,20,4],[25,7,26,6],[7,21,8,20],[17,9,18,8],[9,17,10,16],[21,11,22,10],[11,25,12,24],[23,15,24,14],[15,23,16,22]]"
13a_4464,13,"[3,4]",-6,True,415,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,4,-1,0,-1,0,-1],[0,-1,2,-1,0,0,0],[0,0,-1,5,-2,0,-1],[-1,-1,0,-2,5,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,-1,0,-1,3]]","[[5,1,6,26],[1,19,2,18],[13,3,14,2],[3,13,4,12],[19,5,20,4],[25,7,26,6],[7,21,8,20],[21,9,22,8],[9,17,10,16],[15,11,16,10],[11,23,12,22],[23,15,24,14],[17,25,18,24]]"
