knot,interval,det,signature,status,mG0,Qe_params
13a_1974,"[2, 3]",153,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 26, 0, 3, 51], [4, 14, 3, 7, 27], [6, 12, 5, 11, 23], [14, 14, 12, 27, 27]]"
13a_1985,"[2, 3]",273,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 46, 0, 3, 91], [4, 20, 0, 7, 39], [12, 12, 8, 23, 23], [24, 24, 22, 47, 47]]"
13a_2042,"[2, 3]",153,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 26, 0, 3, 51], [4, 14, 3, 7, 27], [6, 12, 5, 11, 23], [14, 14, 12, 27, 27]]"
13a_2125,"[2, 3]",237,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 40, 0, 3, 79], [6, 12, 2, 11, 23], [4, 20, 3, 7, 39], [60, 60, 59, 119, 119]]"
13a_2158,"[2, 3]",285,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 48, 0, 3, 95], [8, 10, 0, 15, 19], [4, 22, 2, 7, 43], [6, 18, 5, 11, 35], [16, 16, 13, 31, 31], [72, 72, 71, 143, 143]]"
13a_2159,"[2, 3]",305,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 52, 1, 3, 103], [6, 16, 3, 11, 31], [8, 14, 5, 15, 27], [26, 28, 25, 51, 55]]"
13a_2176,"[2, 3]",237,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 40, 0, 3, 79], [6, 12, 2, 11, 23], [4, 20, 3, 7, 39], [60, 60, 59, 119, 119]]"
13a_2194,"[2, 3]",329,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 24, 0, 7, 47], [2, 56, 1, 3, 111], [8, 12, 2, 15, 23], [6, 20, 5, 11, 39], [8, 18, 7, 15, 35], [14, 14, 10, 27, 27], [28, 30, 27, 55, 59]]"
13a_2238,"[2, 3]",205,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 10, 1, 11, 19], [12, 12, 9, 23, 23], [52, 52, 51, 103, 103]]"
13a_2263,"[2, 3]",193,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 10, 2, 11, 19]]"
13a_2284,"[2, 3]",177,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 30, 0, 3, 59], [16, 16, 14, 31, 31]]"
13a_2290,"[2, 3]",185,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 32, 1, 3, 63], [4, 14, 1, 7, 27], [8, 10, 5, 15, 19], [16, 18, 15, 31, 35]]"
13a_2291,"[2, 3]",205,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 10, 1, 11, 19], [12, 12, 9, 23, 23], [52, 52, 51, 103, 103]]"
13a_2317,"[2, 3]",141,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 24, 0, 3, 47], [8, 10, 6, 15, 19], [36, 36, 35, 71, 71]]"
13a_2326,"[2, 3]",193,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 10, 2, 11, 19]]"
13a_2356,"[2, 3]",197,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 34, 1, 3, 67], [6, 14, 5, 11, 27], [50, 50, 49, 99, 99]]"
13a_2359,"[2, 3]",273,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 46, 0, 3, 91], [4, 20, 0, 7, 39], [12, 12, 8, 23, 23], [24, 24, 22, 47, 47]]"
13a_2360,"[2, 3]",337,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 16, 1, 11, 31], [10, 12, 5, 19, 23]]"
13a_2365,"[2, 3]",213,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 36, 0, 3, 71], [4, 16, 1, 7, 31], [54, 54, 53, 107, 107]]"
13a_2395,"[2, 3]",249,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 42, 0, 3, 83], [6, 12, 1, 11, 23], [8, 10, 3, 15, 19], [22, 22, 20, 43, 43]]"
13a_2400,"[2, 3]",337,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 16, 1, 11, 31], [10, 12, 5, 19, 23]]"
13a_2409,"[2, 3]",241,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 18, 1, 7, 35], [6, 16, 5, 11, 31], [10, 12, 7, 19, 23]]"
13a_2412,"[2, 3]",253,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 12, 0, 11, 23], [64, 64, 63, 127, 127]]"
13a_2421,"[2, 3]",313,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 24, 2, 7, 47], [12, 16, 10, 23, 31]]"
13a_2434,"[2, 3]",201,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 34, 0, 3, 67], [4, 16, 2, 7, 31], [8, 12, 6, 15, 23], [18, 18, 16, 35, 35]]"
13a_2438,"[2, 3]",313,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 24, 2, 7, 47], [12, 16, 10, 23, 31]]"
13a_2447,"[2, 3]",333,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 56, 0, 3, 111], [12, 12, 7, 23, 23], [10, 16, 8, 19, 31], [84, 84, 83, 167, 167]]"
13a_2449,"[2, 3]",149,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 26, 1, 3, 51], [6, 8, 2, 11, 15], [8, 12, 7, 15, 23], [38, 38, 37, 75, 75]]"
13a_2453,"[2, 3]",217,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 16, 0, 7, 31], [6, 12, 3, 11, 23], [10, 10, 6, 19, 19]]"
13a_2464,"[2, 3]",125,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 22, 1, 3, 43], [4, 12, 3, 7, 23], [8, 8, 5, 15, 15], [32, 32, 31, 63, 63]]"
13a_2478,"[2, 3]",193,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 10, 2, 11, 19]]"
13a_2510,"[2, 3]",325,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 24, 1, 7, 47], [6, 16, 2, 11, 31], [10, 10, 3, 19, 19], [18, 18, 15, 35, 35], [82, 82, 81, 163, 163]]"
13a_2568,"[2, 3]",77,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 6, 0, 7, 11], [2, 14, 1, 3, 27], [20, 20, 19, 39, 39]]"
13a_2616,"[2, 3]",153,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 26, 0, 3, 51], [4, 14, 3, 7, 27], [6, 12, 5, 11, 23], [14, 14, 12, 27, 27]]"
13a_2663,"[2, 3]",277,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 16, 4, 11, 31], [70, 70, 69, 139, 139]]"
13a_2697,"[2, 3]",193,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 10, 2, 11, 19]]"
13a_2698,"[2, 3]",277,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 16, 4, 11, 31], [70, 70, 69, 139, 139]]"
13a_2761,"[2, 3]",153,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 26, 0, 3, 51], [4, 14, 3, 7, 27], [6, 12, 5, 11, 23], [14, 14, 12, 27, 27]]"
13a_2766,"[2, 3]",357,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 60, 0, 3, 119], [4, 26, 0, 7, 51], [10, 10, 1, 19, 19], [90, 90, 89, 179, 179]]"
13a_2784,"[2, 3]",233,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 40, 1, 3, 79], [6, 14, 4, 11, 27], [20, 22, 19, 39, 43]]"
13a_2785,"[2, 3]",237,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 40, 0, 3, 79], [6, 12, 2, 11, 23], [4, 20, 3, 7, 39], [60, 60, 59, 119, 119]]"
13a_2809,"[2, 3]",189,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 32, 0, 3, 63], [4, 14, 0, 7, 27], [8, 8, 3, 15, 15], [6, 12, 4, 11, 23], [10, 14, 9, 19, 27], [48, 48, 47, 95, 95]]"
13a_2832,"[2, 3]",213,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 36, 0, 3, 71], [4, 16, 1, 7, 31], [54, 54, 53, 107, 107]]"
13a_2834,"[2, 3]",253,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 12, 0, 11, 23], [64, 64, 63, 127, 127]]"
13a_2843,"[2, 3]",137,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 24, 1, 3, 47], [12, 14, 11, 23, 27]]"
13a_2865,"[2, 3]",177,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 30, 0, 3, 59], [16, 16, 14, 31, 31]]"
13a_2872,"[2, 3]",177,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 30, 0, 3, 59], [16, 16, 14, 31, 31]]"
13a_2890,"[2, 3]",289,-4,no_Qe_reps_rules_out_2,-1,[]
13a_2911,"[2, 3]",217,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 16, 0, 7, 31], [6, 12, 3, 11, 23], [10, 10, 6, 19, 19]]"
13a_2927,"[2, 3]",229,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 18, 2, 7, 35], [12, 16, 11, 23, 31], [58, 58, 57, 115, 115]]"
13a_2931,"[2, 3]",253,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 12, 0, 11, 23], [64, 64, 63, 127, 127]]"
13a_2937,"[2, 3]",113,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 20, 1, 3, 39], [10, 12, 9, 19, 23]]"
13a_2965,"[2, 3]",333,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 56, 0, 3, 111], [12, 12, 7, 23, 23], [10, 16, 8, 19, 31], [84, 84, 83, 167, 167]]"
13a_3021,"[2, 3]",73,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 6, 1, 7, 11]]"
13a_3046,"[2, 3]",197,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 34, 1, 3, 67], [6, 14, 5, 11, 27], [50, 50, 49, 99, 99]]"
13a_3156,"[2, 3]",249,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 42, 0, 3, 83], [6, 12, 1, 11, 23], [8, 10, 3, 15, 19], [22, 22, 20, 43, 43]]"
13a_3158,"[2, 3]",333,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 56, 0, 3, 111], [12, 12, 7, 23, 23], [10, 16, 8, 19, 31], [84, 84, 83, 167, 167]]"
13a_3297,"[2, 3]",217,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 16, 0, 7, 31], [6, 12, 3, 11, 23], [10, 10, 6, 19, 19]]"
13a_3364,"[2, 3]",273,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 46, 0, 3, 91], [4, 20, 0, 7, 39], [12, 12, 8, 23, 23], [24, 24, 22, 47, 47]]"
13a_3444,"[2, 3]",249,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 42, 0, 3, 83], [6, 12, 1, 11, 23], [8, 10, 3, 15, 19], [22, 22, 20, 43, 43]]"
13a_3515,"[2, 3]",373,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[10, 12, 4, 19, 23], [6, 22, 5, 11, 43], [94, 94, 93, 187, 187]]"
13a_3531,"[2, 3]",329,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 24, 0, 7, 47], [2, 56, 1, 3, 111], [8, 12, 2, 15, 23], [6, 20, 5, 11, 39], [8, 18, 7, 15, 35], [14, 14, 10, 27, 27], [28, 30, 27, 55, 59]]"
13a_3536,"[2, 3]",265,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 22, 3, 7, 43], [10, 16, 9, 19, 31]]"
13a_3551,"[2, 3]",473,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 22, 0, 11, 43], [2, 80, 1, 3, 159], [14, 14, 8, 27, 27], [40, 42, 39, 79, 83]]"
13a_3553,"[2, 3]",365,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 62, 1, 3, 123], [6, 20, 4, 11, 39], [8, 16, 5, 15, 31], [12, 14, 8, 23, 27], [20, 20, 17, 39, 39], [92, 92, 91, 183, 183]]"
13a_3564,"[2, 3]",281,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 48, 1, 3, 95], [8, 10, 1, 15, 19], [6, 14, 2, 11, 27], [8, 12, 4, 15, 23], [24, 26, 23, 47, 51]]"
13a_3567,"[2, 3]",241,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 18, 1, 7, 35], [6, 16, 5, 11, 31], [10, 12, 7, 19, 23]]"
13a_3596,"[2, 3]",249,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 42, 0, 3, 83], [6, 12, 1, 11, 23], [8, 10, 3, 15, 19], [22, 22, 20, 43, 43]]"
13a_3601,"[2, 3]",457,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 22, 2, 11, 43], [12, 16, 8, 23, 31]]"
13a_3667,"[2, 3]",305,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 52, 1, 3, 103], [6, 16, 3, 11, 31], [8, 14, 5, 15, 27], [26, 28, 25, 51, 55]]"
13a_3689,"[2, 3]",213,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 36, 0, 3, 71], [4, 16, 1, 7, 31], [54, 54, 53, 107, 107]]"
13a_3690,"[2, 3]",297,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 50, 0, 3, 99], [6, 14, 0, 11, 27], [4, 22, 1, 7, 43], [10, 10, 4, 19, 19], [12, 14, 9, 23, 27], [26, 26, 24, 51, 51]]"
13a_3704,"[2, 3]",273,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 46, 0, 3, 91], [4, 20, 0, 7, 39], [12, 12, 8, 23, 23], [24, 24, 22, 47, 47]]"
13a_3705,"[2, 3]",277,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 16, 4, 11, 31], [70, 70, 69, 139, 139]]"
13a_3727,"[2, 3]",469,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 34, 0, 7, 67], [6, 22, 1, 11, 43], [10, 18, 7, 19, 35], [24, 28, 23, 47, 55], [118, 118, 117, 235, 235]]"
13a_3736,"[2, 3]",353,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 60, 1, 3, 119], [4, 26, 1, 7, 51], [14, 16, 11, 27, 31], [30, 32, 29, 59, 63]]"
13a_3823,"[2, 3]",433,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[10, 12, 1, 19, 23], [4, 34, 3, 7, 67], [16, 22, 15, 31, 43]]"
13a_3845,"[2, 3]",177,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 30, 0, 3, 59], [16, 16, 14, 31, 31]]"
13a_3869,"[2, 3]",209,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 10, 0, 11, 19], [2, 36, 1, 3, 71], [8, 8, 2, 15, 15], [4, 18, 3, 7, 35], [8, 14, 7, 15, 27], [18, 20, 17, 35, 39]]"
13a_3902,"[2, 3]",181,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 16, 3, 7, 31], [10, 12, 8, 19, 23], [46, 46, 45, 91, 91]]"
13a_3943,"[2, 3]",377,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 64, 1, 3, 127], [4, 30, 3, 7, 59], [14, 20, 13, 27, 39], [32, 34, 31, 63, 67]]"
13a_3975,"[2, 3]",337,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 16, 1, 11, 31], [10, 12, 5, 19, 23]]"
13a_3980,"[2, 3]",349,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 28, 3, 7, 55], [6, 18, 3, 11, 35], [18, 22, 17, 35, 43], [88, 88, 87, 175, 175]]"
13a_3981,"[2, 3]",309,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 52, 0, 3, 103], [8, 12, 3, 15, 23], [16, 20, 15, 31, 39], [78, 78, 77, 155, 155]]"
13a_4025,"[2, 3]",233,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 40, 1, 3, 79], [6, 14, 4, 11, 27], [20, 22, 19, 39, 43]]"
13a_4091,"[2, 3]",253,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 12, 0, 11, 23], [64, 64, 63, 127, 127]]"
13a_4093,"[2, 3]",385,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 28, 0, 7, 55], [6, 18, 0, 11, 35], [12, 12, 6, 23, 23], [16, 16, 12, 31, 31]]"
13a_4096,"[2, 3]",297,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 50, 0, 3, 99], [6, 14, 0, 11, 27], [4, 22, 1, 7, 43], [10, 10, 4, 19, 19], [12, 14, 9, 23, 27], [26, 26, 24, 51, 51]]"
13a_4101,"[2, 3]",205,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 10, 1, 11, 19], [12, 12, 9, 23, 23], [52, 52, 51, 103, 103]]"
13a_4104,"[2, 3]",385,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 28, 0, 7, 55], [6, 18, 0, 11, 35], [12, 12, 6, 23, 23], [16, 16, 12, 31, 31]]"
13a_4108,"[2, 3]",129,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 22, 0, 3, 43], [4, 10, 1, 7, 19], [6, 8, 3, 11, 15], [12, 12, 10, 23, 23]]"
13a_4113,"[2, 3]",337,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 16, 1, 11, 31], [10, 12, 5, 19, 23]]"
13a_4114,"[2, 3]",181,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 16, 3, 7, 31], [10, 12, 8, 19, 23], [46, 46, 45, 91, 91]]"
13a_4153,"[2, 3]",409,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 30, 1, 7, 59], [6, 22, 4, 11, 43], [10, 18, 8, 19, 35], [16, 18, 13, 31, 35]]"
13a_4155,"[2, 3]",273,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 46, 0, 3, 91], [4, 20, 0, 7, 39], [12, 12, 8, 23, 23], [24, 24, 22, 47, 47]]"
13a_4193,"[2, 3]",353,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 60, 1, 3, 119], [4, 26, 1, 7, 51], [14, 16, 11, 27, 31], [30, 32, 29, 59, 63]]"
13a_4198,"[2, 3]",325,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 24, 1, 7, 47], [6, 16, 2, 11, 31], [10, 10, 3, 19, 19], [18, 18, 15, 35, 35], [82, 82, 81, 163, 163]]"
13a_4202,"[2, 3]",221,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 38, 1, 3, 75], [8, 8, 1, 15, 15], [8, 10, 4, 15, 19], [12, 14, 10, 23, 27], [56, 56, 55, 111, 111]]"
13a_4203,"[2, 3]",189,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 32, 0, 3, 63], [4, 14, 0, 7, 27], [8, 8, 3, 15, 15], [6, 12, 4, 11, 23], [10, 14, 9, 19, 27], [48, 48, 47, 95, 95]]"
13a_4207,"[2, 3]",241,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 18, 1, 7, 35], [6, 16, 5, 11, 31], [10, 12, 7, 19, 23]]"
13a_4275,"[2, 3]",133,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 10, 0, 7, 19], [34, 34, 33, 67, 67]]"
13a_4310,"[2, 3]",217,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 16, 0, 7, 31], [6, 12, 3, 11, 23], [10, 10, 6, 19, 19]]"
13a_4320,"[2, 3]",145,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 12, 2, 7, 23], [6, 10, 4, 11, 19]]"
13a_4326,"[2, 3]",189,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 32, 0, 3, 63], [4, 14, 0, 7, 27], [8, 8, 3, 15, 15], [6, 12, 4, 11, 23], [10, 14, 9, 19, 27], [48, 48, 47, 95, 95]]"
13a_4336,"[2, 3]",189,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 32, 0, 3, 63], [4, 14, 0, 7, 27], [8, 8, 3, 15, 15], [6, 12, 4, 11, 23], [10, 14, 9, 19, 27], [48, 48, 47, 95, 95]]"
13a_4341,"[2, 3]",273,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 46, 0, 3, 91], [4, 20, 0, 7, 39], [12, 12, 8, 23, 23], [24, 24, 22, 47, 47]]"
13a_4385,"[2, 3]",297,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 50, 0, 3, 99], [6, 14, 0, 11, 27], [4, 22, 1, 7, 43], [10, 10, 4, 19, 19], [12, 14, 9, 23, 27], [26, 26, 24, 51, 51]]"
13a_4392,"[2, 3]",253,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 12, 0, 11, 23], [64, 64, 63, 127, 127]]"
13a_4414,"[2, 3]",281,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 48, 1, 3, 95], [8, 10, 1, 15, 19], [6, 14, 2, 11, 27], [8, 12, 4, 15, 23], [24, 26, 23, 47, 51]]"
13a_4468,"[2, 3]",137,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 24, 1, 3, 47], [12, 14, 11, 23, 27]]"
13a_4510,"[2, 3]",293,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 50, 1, 3, 99], [6, 14, 1, 11, 27], [4, 24, 3, 7, 47], [10, 12, 6, 19, 23], [74, 74, 73, 147, 147]]"
13a_4521,"[2, 3]",349,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 28, 3, 7, 55], [6, 18, 3, 11, 35], [18, 22, 17, 35, 43], [88, 88, 87, 175, 175]]"
13a_4633,"[2, 3]",333,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 56, 0, 3, 111], [12, 12, 7, 23, 23], [10, 16, 8, 19, 31], [84, 84, 83, 167, 167]]"
13a_4756,"[2, 3]",373,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[10, 12, 4, 19, 23], [6, 22, 5, 11, 43], [94, 94, 93, 187, 187]]"
13a_4766,"[2, 3]",225,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 38, 0, 3, 75], [8, 8, 0, 15, 15], [20, 20, 18, 39, 39]]"
13a_4768,"[2, 3]",261,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 44, 0, 3, 87], [6, 14, 3, 11, 27], [10, 10, 5, 19, 19], [8, 14, 6, 15, 27], [14, 16, 12, 27, 31], [66, 66, 65, 131, 131]]"
13a_4782,"[2, 3]",177,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 30, 0, 3, 59], [16, 16, 14, 31, 31]]"
13a_4792,"[2, 3]",285,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[2, 48, 0, 3, 95], [8, 10, 0, 15, 19], [4, 22, 2, 7, 43], [6, 18, 5, 11, 35], [16, 16, 13, 31, 31], [72, 72, 71, 143, 143]]"
13a_4796,"[2, 3]",241,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 18, 1, 7, 35], [6, 16, 5, 11, 31], [10, 12, 7, 19, 23]]"
13a_4810,"[2, 3]",277,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[6, 16, 4, 11, 31], [70, 70, 69, 139, 139]]"
13a_4820,"[2, 3]",313,4,one_checkerboard_zero_class_kills_only_orientation_ambiguous,1,"[[4, 24, 2, 7, 47], [12, 16, 10, 23, 31]]"
