representative_index,crossing_index_0based,crossing_index_1based,class_id,jones_vector,source_pd,switched_pd
8,5,6,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[17,15,18,14],[15,11,16,10],[11,17,12,16],[5,12,6,13],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[6,14,7,13],[17,15,18,14],[15,11,16,10],[11,17,12,16],[5,12,6,13],[3,21,4,20]]"
8,6,7,J3,"[-5,3,-1,2,-3,4,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[17,15,18,14],[15,11,16,10],[11,17,12,16],[5,12,6,13],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[15,18,14,17],[15,11,16,10],[11,17,12,16],[5,12,6,13],[3,21,4,20]]"
8,7,8,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[17,15,18,14],[15,11,16,10],[11,17,12,16],[5,12,6,13],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[17,15,18,14],[11,16,10,15],[11,17,12,16],[5,12,6,13],[3,21,4,20]]"
8,8,9,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[17,15,18,14],[15,11,16,10],[11,17,12,16],[5,12,6,13],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[17,15,18,14],[15,11,16,10],[17,12,16,11],[5,12,6,13],[3,21,4,20]]"
8,9,10,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[17,15,18,14],[15,11,16,10],[11,17,12,16],[5,12,6,13],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[17,15,18,14],[15,11,16,10],[11,17,12,16],[12,6,13,5],[3,21,4,20]]"
8,10,11,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[17,15,18,14],[15,11,16,10],[11,17,12,16],[5,12,6,13],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[13,6,14,7],[17,15,18,14],[15,11,16,10],[11,17,12,16],[5,12,6,13],[21,4,20,3]]"
9,0,1,J3,"[-5,3,-1,2,-3,4,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[5,2,4,1],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]"
9,1,2,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[1,5,2,4],[3,20,2,19],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]"
9,2,3,J4,"[-2,6,-1,3,-4,6,-6,6,-5,3,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[18,8,19,7],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]"
9,3,4,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[22,10,1,9],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]"
9,4,5,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[8,22,9,21],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]"
9,5,6,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[6,16,7,15],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]"
9,6,7,J3,"[-5,3,-1,2,-3,4,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[11,14,10,13],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]"
9,7,8,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[13,18,12,17],[11,17,12,16],[5,14,6,15],[3,21,4,20]]"
9,8,9,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[17,12,16,11],[5,14,6,15],[3,21,4,20]]"
9,9,10,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[14,6,15,5],[3,21,4,20]]"
9,10,11,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[7,18,8,19],[9,22,10,1],[21,8,22,9],[15,6,16,7],[13,11,14,10],[17,13,18,12],[11,17,12,16],[5,14,6,15],[21,4,20,3]]"
10,0,1,J3,"[-5,3,-1,2,-3,4,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[5,2,4,1],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]"
10,1,2,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[1,5,2,4],[3,20,2,19],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]"
10,2,3,J4,"[-2,6,-1,3,-4,6,-6,6,-5,3,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[16,6,17,5],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]"
10,3,4,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[22,16,1,15],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]"
10,4,5,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[14,22,15,21],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]"
10,5,6,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[18,10,19,9],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]"
10,6,7,J3,"[-5,3,-1,2,-3,4,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[11,14,10,13],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]"
10,7,8,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[7,12,6,11],[7,13,8,12],[17,8,18,9],[3,21,4,20]]"
10,8,9,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[13,8,12,7],[17,8,18,9],[3,21,4,20]]"
10,9,10,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[8,18,9,17],[3,21,4,20]]"
10,10,11,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[9,18,10,19],[13,11,14,10],[11,7,12,6],[7,13,8,12],[17,8,18,9],[21,4,20,3]]"
11,0,1,J3,"[-5,3,-1,2,-3,4,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[5,2,4,1],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]"
11,1,2,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[1,5,2,4],[3,20,2,19],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]"
11,2,3,J4,"[-2,6,-1,3,-4,6,-6,6,-5,3,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[16,6,17,5],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]"
11,3,4,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[22,16,1,15],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]"
11,4,5,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[14,22,15,21],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]"
11,5,6,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[18,12,19,11],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]"
11,6,7,J3,"[-5,3,-1,2,-3,4,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[7,10,6,9],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]"
11,7,8,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[9,14,8,13],[7,13,8,12],[17,10,18,11],[3,21,4,20]]"
11,8,9,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[13,8,12,7],[17,10,18,11],[3,21,4,20]]"
11,9,10,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[10,18,11,17],[3,21,4,20]]"
11,10,11,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[3,21,4,20]]","[[1,5,2,4],[19,3,20,2],[5,16,6,17],[15,22,16,1],[21,14,22,15],[11,18,12,19],[9,7,10,6],[13,9,14,8],[7,13,8,12],[17,10,18,11],[21,4,20,3]]"
12,0,1,J3,"[-5,3,-1,2,-3,4,-4,5,-3,2,-1]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]","[[4,1,3,22],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]"
12,1,2,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]","[[22,4,1,3],[8,3,7,2],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]"
12,2,3,J4,"[-2,6,-1,3,-4,6,-6,6,-5,3,-1]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]","[[22,4,1,3],[2,8,3,7],[21,11,22,10],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]"
12,3,4,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[5,13,6,12],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]"
12,4,5,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[11,5,12,4],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]"
12,5,6,J2,"[-2,7,-1,2,-3,6,-6,7,-6,4,-3,1]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[9,17,10,16],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]"
12,6,7,J3,"[-5,3,-1,2,-3,4,-4,5,-3,2,-1]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[18,21,17,20],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]"
12,7,8,J1,"[-6,2,-1,2,-4,5,-4,5,-3,2,-1]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[18,14,19,13],[14,20,15,19],[8,15,9,16],[6,2,7,1]]","[[22,4,1,3],[2,8,3,7],[10,21,11,22],[12,5,13,6],[4,11,5,12],[16,9,17,10],[20,18,21,17],[14,19,13,18],[14,20,15,19],[8,15,9,16],[6,2,7,1]]"
