representative_index,crossing_i_0based,crossing_j_0based,crossing_i_1based,crossing_j_1based,jones_profile,unknot_jones_profile
0,0,1,1,2,"[1,-2,4,-5,4,-5,3,-2,1]",False
0,0,2,1,3,"[-1,2,-3,3,-3,2,-2,1]",False
0,0,3,1,4,"[1,-2,2,-3,2,-2,1]",False
0,0,4,1,5,"[1,-2,2,-3,2,-2,1]",False
0,0,5,1,6,"[-1,0,-1,1]",False
0,0,6,1,7,"[1,-1,0,-1]",False
0,0,7,1,8,"[1,-1,1,-2,1,-1]",False
0,0,8,1,9,"[1,-1,1,-2,1,-1]",False
0,0,9,1,10,"[-1,0,-1,1]",False
0,0,10,1,11,"[1,-2,4,-5,4,-5,3,-2,1]",False
0,1,2,2,3,"[1,-2,2,-3,2,-2,1]",False
0,1,3,2,4,"[1,-2,2,-3,2,-2,1]",False
0,1,4,2,5,"[1,-2,2,-3,2,-2,1]",False
0,1,5,2,6,"[1,-1,1,-3,1,-1,1]",False
0,1,6,2,7,"[1,-1,1,-2,1,-1]",False
0,1,7,2,8,"[1,-1,1,-1,0,-1]",False
0,1,8,2,9,"[1,-1,1,-1,0,-1]",False
0,1,9,2,10,"[1,-1,1,-3,1,-1,1]",False
0,1,10,2,11,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
0,2,3,3,4,"[-1,0,-1,1]",False
0,2,4,3,5,"[-1,0,-1,1]",False
0,2,5,3,6,"[-1,0,-1,1]",False
0,2,6,3,7,"[-1,2,-3,3,-3,2,-2,1]",False
0,2,7,3,8,"[1,-2,2,-3,2,-2,1]",False
0,2,8,3,9,"[1,-2,2,-3,2,-2,1]",False
0,2,9,3,10,"[-1,0,-1,1]",False
0,2,10,3,11,"[1,-2,2,-3,2,-2,1]",False
0,3,4,4,5,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
0,3,5,4,6,"[-1,0,-2,2,-1,2,-1]",False
0,3,6,4,7,"[-1,0,-1,1]",False
0,3,7,4,8,"[1,-1,1,-3,1,-1,1]",False
0,3,8,4,9,"[1,-1,1,-3,1,-1,1]",False
0,3,9,4,10,"[-1,0,-2,2,-1,2,-1]",False
0,3,10,4,11,"[1,-2,2,-3,2,-2,1]",False
0,4,5,5,6,"[-1,0,-2,2,-1,2,-1]",False
0,4,6,5,7,"[-1,0,-1,1]",False
0,4,7,5,8,"[1,-1,1,-3,1,-1,1]",False
0,4,8,5,9,"[1,-1,1,-3,1,-1,1]",False
0,4,9,5,10,"[-1,0,-2,2,-1,2,-1]",False
0,4,10,5,11,"[1,-2,2,-3,2,-2,1]",False
0,5,6,6,7,"[1,-2,2,-3,2,-2,1]",False
0,5,7,6,8,"[1,-2,2,-3,2,-2,1]",False
0,5,8,6,9,"[1,-2,2,-3,2,-2,1]",False
0,5,9,6,10,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
0,5,10,6,11,"[1,-1,1,-3,1,-1,1]",False
0,6,7,7,8,"[1,-2,4,-5,4,-5,3,-2,1]",False
0,6,8,7,9,"[1,-2,4,-5,4,-5,3,-2,1]",False
0,6,9,7,10,"[1,-2,2,-3,2,-2,1]",False
0,6,10,7,11,"[1,-1,1,-2,1,-1]",False
0,7,8,8,9,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
0,7,9,8,10,"[1,-2,2,-3,2,-2,1]",False
0,7,10,8,11,"[1,-1,1,-1,0,-1]",False
0,8,9,9,10,"[1,-2,2,-3,2,-2,1]",False
0,8,10,9,11,"[1,-1,1,-1,0,-1]",False
0,9,10,10,11,"[1,-1,1,-3,1,-1,1]",False
1,0,1,1,2,"[1,-2,4,-5,4,-5,3,-2,1]",False
1,0,2,1,3,"[-1,2,-3,3,-3,2,-2,1]",False
1,0,3,1,4,"[1,-2,2,-3,2,-2,1]",False
1,0,4,1,5,"[1,-2,2,-3,2,-2,1]",False
1,0,5,1,6,"[-1,0,-1,1]",False
1,0,6,1,7,"[1,-1,0,-1]",False
1,0,7,1,8,"[1,-1,1,-2,1,-1]",False
1,0,8,1,9,"[1,-1,1,-2,1,-1]",False
1,0,9,1,10,"[-1,0,-1,1]",False
1,0,10,1,11,"[1,-2,4,-5,4,-5,3,-2,1]",False
1,1,2,2,3,"[1,-2,2,-3,2,-2,1]",False
1,1,3,2,4,"[1,-2,2,-3,2,-2,1]",False
1,1,4,2,5,"[1,-2,2,-3,2,-2,1]",False
1,1,5,2,6,"[1,-1,1,-3,1,-1,1]",False
1,1,6,2,7,"[1,-1,1,-2,1,-1]",False
1,1,7,2,8,"[1,-1,1,-1,0,-1]",False
1,1,8,2,9,"[1,-1,1,-1,0,-1]",False
1,1,9,2,10,"[1,-1,1,-3,1,-1,1]",False
1,1,10,2,11,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
1,2,3,3,4,"[-1,0,-1,1]",False
1,2,4,3,5,"[-1,0,-1,1]",False
1,2,5,3,6,"[-1,0,-1,1]",False
1,2,6,3,7,"[-1,2,-3,3,-3,2,-2,1]",False
1,2,7,3,8,"[1,-2,2,-3,2,-2,1]",False
1,2,8,3,9,"[1,-2,2,-3,2,-2,1]",False
1,2,9,3,10,"[-1,0,-1,1]",False
1,2,10,3,11,"[1,-2,2,-3,2,-2,1]",False
1,3,4,4,5,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
1,3,5,4,6,"[-1,0,-2,2,-1,2,-1]",False
1,3,6,4,7,"[-1,0,-1,1]",False
1,3,7,4,8,"[1,-1,1,-3,1,-1,1]",False
1,3,8,4,9,"[1,-1,1,-3,1,-1,1]",False
1,3,9,4,10,"[-1,0,-2,2,-1,2,-1]",False
1,3,10,4,11,"[1,-2,2,-3,2,-2,1]",False
1,4,5,5,6,"[-1,0,-2,2,-1,2,-1]",False
1,4,6,5,7,"[-1,0,-1,1]",False
1,4,7,5,8,"[1,-1,1,-3,1,-1,1]",False
1,4,8,5,9,"[1,-1,1,-3,1,-1,1]",False
1,4,9,5,10,"[-1,0,-2,2,-1,2,-1]",False
1,4,10,5,11,"[1,-2,2,-3,2,-2,1]",False
1,5,6,6,7,"[1,-2,2,-3,2,-2,1]",False
1,5,7,6,8,"[1,-2,2,-3,2,-2,1]",False
1,5,8,6,9,"[1,-2,2,-3,2,-2,1]",False
1,5,9,6,10,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
1,5,10,6,11,"[1,-1,1,-3,1,-1,1]",False
1,6,7,7,8,"[1,-2,4,-5,4,-5,3,-2,1]",False
1,6,8,7,9,"[1,-2,4,-5,4,-5,3,-2,1]",False
1,6,9,7,10,"[1,-2,2,-3,2,-2,1]",False
1,6,10,7,11,"[1,-1,1,-2,1,-1]",False
1,7,8,8,9,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
1,7,9,8,10,"[1,-2,2,-3,2,-2,1]",False
1,7,10,8,11,"[1,-1,1,-1,0,-1]",False
1,8,9,9,10,"[1,-2,2,-3,2,-2,1]",False
1,8,10,9,11,"[1,-1,1,-1,0,-1]",False
1,9,10,10,11,"[1,-1,1,-3,1,-1,1]",False
2,0,1,1,2,"[1,-2,4,-5,4,-5,3,-2,1]",False
2,0,2,1,3,"[-1,2,-3,3,-3,2,-2,1]",False
2,0,3,1,4,"[1,-2,2,-3,2,-2,1]",False
2,0,4,1,5,"[1,-2,2,-3,2,-2,1]",False
2,0,5,1,6,"[-1,0,-1,1]",False
2,0,6,1,7,"[1,-1,0,-1]",False
2,0,7,1,8,"[1,-1,1,-2,1,-1]",False
2,0,8,1,9,"[1,-1,1,-2,1,-1]",False
2,0,9,1,10,"[-1,0,-1,1]",False
2,0,10,1,11,"[1,-2,4,-5,4,-5,3,-2,1]",False
2,1,2,2,3,"[1,-2,2,-3,2,-2,1]",False
2,1,3,2,4,"[1,-2,2,-3,2,-2,1]",False
2,1,4,2,5,"[1,-2,2,-3,2,-2,1]",False
2,1,5,2,6,"[1,-1,1,-3,1,-1,1]",False
2,1,6,2,7,"[1,-1,1,-2,1,-1]",False
2,1,7,2,8,"[1,-1,1,-1,0,-1]",False
2,1,8,2,9,"[1,-1,1,-1,0,-1]",False
2,1,9,2,10,"[1,-1,1,-3,1,-1,1]",False
2,1,10,2,11,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
2,2,3,3,4,"[-1,0,-1,1]",False
2,2,4,3,5,"[-1,0,-1,1]",False
2,2,5,3,6,"[-1,0,-1,1]",False
2,2,6,3,7,"[-1,2,-3,3,-3,2,-2,1]",False
2,2,7,3,8,"[1,-2,2,-3,2,-2,1]",False
2,2,8,3,9,"[1,-2,2,-3,2,-2,1]",False
2,2,9,3,10,"[-1,0,-1,1]",False
2,2,10,3,11,"[1,-2,2,-3,2,-2,1]",False
2,3,4,4,5,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
2,3,5,4,6,"[-1,0,-2,2,-1,2,-1]",False
2,3,6,4,7,"[-1,0,-1,1]",False
2,3,7,4,8,"[1,-1,1,-3,1,-1,1]",False
2,3,8,4,9,"[1,-1,1,-3,1,-1,1]",False
2,3,9,4,10,"[-1,0,-2,2,-1,2,-1]",False
2,3,10,4,11,"[1,-2,2,-3,2,-2,1]",False
2,4,5,5,6,"[-1,0,-2,2,-1,2,-1]",False
2,4,6,5,7,"[-1,0,-1,1]",False
2,4,7,5,8,"[1,-1,1,-3,1,-1,1]",False
2,4,8,5,9,"[1,-1,1,-3,1,-1,1]",False
2,4,9,5,10,"[-1,0,-2,2,-1,2,-1]",False
2,4,10,5,11,"[1,-2,2,-3,2,-2,1]",False
2,5,6,6,7,"[1,-2,2,-3,2,-2,1]",False
2,5,7,6,8,"[1,-2,2,-3,2,-2,1]",False
2,5,8,6,9,"[1,-2,2,-3,2,-2,1]",False
2,5,9,6,10,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
2,5,10,6,11,"[1,-1,1,-3,1,-1,1]",False
2,6,7,7,8,"[1,-2,4,-5,4,-5,3,-2,1]",False
2,6,8,7,9,"[1,-2,4,-5,4,-5,3,-2,1]",False
2,6,9,7,10,"[1,-2,2,-3,2,-2,1]",False
2,6,10,7,11,"[1,-1,1,-2,1,-1]",False
2,7,8,8,9,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
2,7,9,8,10,"[1,-2,2,-3,2,-2,1]",False
2,7,10,8,11,"[1,-1,1,-1,0,-1]",False
2,8,9,9,10,"[1,-2,2,-3,2,-2,1]",False
2,8,10,9,11,"[1,-1,1,-1,0,-1]",False
2,9,10,10,11,"[1,-1,1,-3,1,-1,1]",False
3,0,1,1,2,"[1,-2,4,-5,4,-5,3,-2,1]",False
3,0,2,1,3,"[-1,2,-3,3,-3,2,-2,1]",False
3,0,3,1,4,"[1,-2,2,-3,2,-2,1]",False
3,0,4,1,5,"[1,-2,2,-3,2,-2,1]",False
3,0,5,1,6,"[-1,0,-1,1]",False
3,0,6,1,7,"[1,-1,0,-1]",False
3,0,7,1,8,"[1,-1,1,-2,1,-1]",False
3,0,8,1,9,"[1,-1,1,-2,1,-1]",False
3,0,9,1,10,"[-1,0,-1,1]",False
3,0,10,1,11,"[1,-2,4,-5,4,-5,3,-2,1]",False
3,1,2,2,3,"[1,-2,2,-3,2,-2,1]",False
3,1,3,2,4,"[1,-2,2,-3,2,-2,1]",False
3,1,4,2,5,"[1,-2,2,-3,2,-2,1]",False
3,1,5,2,6,"[1,-1,1,-3,1,-1,1]",False
3,1,6,2,7,"[1,-1,1,-2,1,-1]",False
3,1,7,2,8,"[1,-1,1,-1,0,-1]",False
3,1,8,2,9,"[1,-1,1,-1,0,-1]",False
3,1,9,2,10,"[1,-1,1,-3,1,-1,1]",False
3,1,10,2,11,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
3,2,3,3,4,"[-1,0,-1,1]",False
3,2,4,3,5,"[-1,0,-1,1]",False
3,2,5,3,6,"[-1,0,-1,1]",False
3,2,6,3,7,"[-1,2,-3,3,-3,2,-2,1]",False
3,2,7,3,8,"[1,-2,2,-3,2,-2,1]",False
3,2,8,3,9,"[1,-2,2,-3,2,-2,1]",False
3,2,9,3,10,"[-1,0,-1,1]",False
3,2,10,3,11,"[1,-2,2,-3,2,-2,1]",False
3,3,4,4,5,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
3,3,5,4,6,"[-1,0,-2,2,-1,2,-1]",False
3,3,6,4,7,"[-1,0,-1,1]",False
3,3,7,4,8,"[1,-1,1,-3,1,-1,1]",False
3,3,8,4,9,"[1,-1,1,-3,1,-1,1]",False
3,3,9,4,10,"[-1,0,-2,2,-1,2,-1]",False
3,3,10,4,11,"[1,-2,2,-3,2,-2,1]",False
3,4,5,5,6,"[-1,0,-2,2,-1,2,-1]",False
3,4,6,5,7,"[-1,0,-1,1]",False
3,4,7,5,8,"[1,-1,1,-3,1,-1,1]",False
3,4,8,5,9,"[1,-1,1,-3,1,-1,1]",False
3,4,9,5,10,"[-1,0,-2,2,-1,2,-1]",False
3,4,10,5,11,"[1,-2,2,-3,2,-2,1]",False
3,5,6,6,7,"[1,-2,2,-3,2,-2,1]",False
3,5,7,6,8,"[1,-2,2,-3,2,-2,1]",False
3,5,8,6,9,"[1,-2,2,-3,2,-2,1]",False
3,5,9,6,10,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
3,5,10,6,11,"[1,-1,1,-3,1,-1,1]",False
3,6,7,7,8,"[1,-2,4,-5,4,-5,3,-2,1]",False
3,6,8,7,9,"[1,-2,4,-5,4,-5,3,-2,1]",False
3,6,9,7,10,"[1,-2,2,-3,2,-2,1]",False
3,6,10,7,11,"[1,-1,1,-2,1,-1]",False
3,7,8,8,9,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
3,7,9,8,10,"[1,-2,2,-3,2,-2,1]",False
3,7,10,8,11,"[1,-1,1,-1,0,-1]",False
3,8,9,9,10,"[1,-2,2,-3,2,-2,1]",False
3,8,10,9,11,"[1,-1,1,-1,0,-1]",False
3,9,10,10,11,"[1,-1,1,-3,1,-1,1]",False
4,0,1,1,2,"[1,-2,4,-5,4,-5,3,-2,1]",False
4,0,2,1,3,"[-1,2,-3,3,-3,2,-2,1]",False
4,0,3,1,4,"[1,-2,2,-3,2,-2,1]",False
4,0,4,1,5,"[1,-2,2,-3,2,-2,1]",False
4,0,5,1,6,"[-1,0,-1,1]",False
4,0,6,1,7,"[1,-1,0,-1]",False
4,0,7,1,8,"[1,-1,1,-2,1,-1]",False
4,0,8,1,9,"[1,-1,1,-2,1,-1]",False
4,0,9,1,10,"[-1,0,-1,1]",False
4,0,10,1,11,"[1,-2,4,-5,4,-5,3,-2,1]",False
4,1,2,2,3,"[1,-2,2,-3,2,-2,1]",False
4,1,3,2,4,"[1,-2,2,-3,2,-2,1]",False
4,1,4,2,5,"[1,-2,2,-3,2,-2,1]",False
4,1,5,2,6,"[1,-1,1,-3,1,-1,1]",False
4,1,6,2,7,"[1,-1,1,-2,1,-1]",False
4,1,7,2,8,"[1,-1,1,-1,0,-1]",False
4,1,8,2,9,"[1,-1,1,-1,0,-1]",False
4,1,9,2,10,"[1,-1,1,-3,1,-1,1]",False
4,1,10,2,11,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
4,2,3,3,4,"[-1,0,-1,1]",False
4,2,4,3,5,"[-1,0,-1,1]",False
4,2,5,3,6,"[-1,0,-1,1]",False
4,2,6,3,7,"[-1,2,-3,3,-3,2,-2,1]",False
4,2,7,3,8,"[1,-2,2,-3,2,-2,1]",False
4,2,8,3,9,"[1,-2,2,-3,2,-2,1]",False
4,2,9,3,10,"[-1,0,-1,1]",False
4,2,10,3,11,"[1,-2,2,-3,2,-2,1]",False
4,3,4,4,5,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
4,3,5,4,6,"[-1,0,-2,2,-1,2,-1]",False
4,3,6,4,7,"[-1,0,-1,1]",False
4,3,7,4,8,"[1,-1,1,-3,1,-1,1]",False
4,3,8,4,9,"[1,-1,1,-3,1,-1,1]",False
4,3,9,4,10,"[-1,0,-2,2,-1,2,-1]",False
4,3,10,4,11,"[1,-2,2,-3,2,-2,1]",False
4,4,5,5,6,"[-1,0,-2,2,-1,2,-1]",False
4,4,6,5,7,"[-1,0,-1,1]",False
4,4,7,5,8,"[1,-1,1,-3,1,-1,1]",False
4,4,8,5,9,"[1,-1,1,-3,1,-1,1]",False
4,4,9,5,10,"[-1,0,-2,2,-1,2,-1]",False
4,4,10,5,11,"[1,-2,2,-3,2,-2,1]",False
4,5,6,6,7,"[1,-2,2,-3,2,-2,1]",False
4,5,7,6,8,"[1,-2,2,-3,2,-2,1]",False
4,5,8,6,9,"[1,-2,2,-3,2,-2,1]",False
4,5,9,6,10,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
4,5,10,6,11,"[1,-1,1,-3,1,-1,1]",False
4,6,7,7,8,"[1,-2,4,-5,4,-5,3,-2,1]",False
4,6,8,7,9,"[1,-2,4,-5,4,-5,3,-2,1]",False
4,6,9,7,10,"[1,-2,2,-3,2,-2,1]",False
4,6,10,7,11,"[1,-1,1,-2,1,-1]",False
4,7,8,8,9,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
4,7,9,8,10,"[1,-2,2,-3,2,-2,1]",False
4,7,10,8,11,"[1,-1,1,-1,0,-1]",False
4,8,9,9,10,"[1,-2,2,-3,2,-2,1]",False
4,8,10,9,11,"[1,-1,1,-1,0,-1]",False
4,9,10,10,11,"[1,-1,1,-3,1,-1,1]",False
5,0,1,1,2,"[1,-2,4,-5,4,-5,3,-2,1]",False
5,0,2,1,3,"[-1,2,-3,3,-3,2,-2,1]",False
5,0,3,1,4,"[1,-2,2,-3,2,-2,1]",False
5,0,4,1,5,"[1,-2,2,-3,2,-2,1]",False
5,0,5,1,6,"[-1,0,-1,1]",False
5,0,6,1,7,"[1,-1,0,-1]",False
5,0,7,1,8,"[1,-1,1,-2,1,-1]",False
5,0,8,1,9,"[1,-1,1,-2,1,-1]",False
5,0,9,1,10,"[-1,0,-1,1]",False
5,0,10,1,11,"[1,-2,4,-5,4,-5,3,-2,1]",False
5,1,2,2,3,"[1,-2,2,-3,2,-2,1]",False
5,1,3,2,4,"[1,-2,2,-3,2,-2,1]",False
5,1,4,2,5,"[1,-2,2,-3,2,-2,1]",False
5,1,5,2,6,"[1,-1,1,-3,1,-1,1]",False
5,1,6,2,7,"[1,-1,1,-2,1,-1]",False
5,1,7,2,8,"[1,-1,1,-1,0,-1]",False
5,1,8,2,9,"[1,-1,1,-1,0,-1]",False
5,1,9,2,10,"[1,-1,1,-3,1,-1,1]",False
5,1,10,2,11,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
5,2,3,3,4,"[-1,0,-1,1]",False
5,2,4,3,5,"[-1,0,-1,1]",False
5,2,5,3,6,"[-1,0,-1,1]",False
5,2,6,3,7,"[-1,2,-3,3,-3,2,-2,1]",False
5,2,7,3,8,"[1,-2,2,-3,2,-2,1]",False
5,2,8,3,9,"[1,-2,2,-3,2,-2,1]",False
5,2,9,3,10,"[-1,0,-1,1]",False
5,2,10,3,11,"[1,-2,2,-3,2,-2,1]",False
5,3,4,4,5,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
5,3,5,4,6,"[-1,0,-2,2,-1,2,-1]",False
5,3,6,4,7,"[-1,0,-1,1]",False
5,3,7,4,8,"[1,-1,1,-3,1,-1,1]",False
5,3,8,4,9,"[1,-1,1,-3,1,-1,1]",False
5,3,9,4,10,"[-1,0,-2,2,-1,2,-1]",False
5,3,10,4,11,"[1,-2,2,-3,2,-2,1]",False
5,4,5,5,6,"[-1,0,-2,2,-1,2,-1]",False
5,4,6,5,7,"[-1,0,-1,1]",False
5,4,7,5,8,"[1,-1,1,-3,1,-1,1]",False
5,4,8,5,9,"[1,-1,1,-3,1,-1,1]",False
